,contest,winner,loser,time
11611,3973357156342754,43,47,2020-09-30 11:32:50.659000
11612,1553837755283946,66,65,2020-09-30 13:15:38.588000
11613,1963648275905940,66,66,2020-09-30 13:15:38.588000
11614,238849223289432,71,67,2020-09-30 16:19:47.989000
11615,2766110349774476,61,58,2020-09-30 16:19:47.989000
11616,5485923545338330,76,75,2020-09-30 16:19:47.989000
11617,6520357485131352,81,76,2020-09-30 16:19:47.989000
11618,6252280008128337,79,80,2020-09-30 17:33:46.649000
11619,7301084716945768,76,79,2020-09-30 17:33:46.649000
11620,1526476226086058,78,78,2020-09-30 17:33:46.649000
11621,3615328612995873,59,60,2020-09-30 17:33:46.649000
11622,2368933317070291,75,79,2020-09-30 18:29:42.232000
11623,7120945095604688,59,57,2020-09-30 19:08:54.354000
11624,8242794020239905,65,55,2020-09-30 19:08:54.354000
11625,7739206666405357,73,67,2020-09-30 20:35:38.111000
11626,2039818445120010,61,61,2020-09-30 20:35:38.111000
11627,2866306781974823,62,57,2020-09-30 20:35:38.111000
11628,623794384933156,68,67,2020-09-30 21:16:38.657000
11629,354611121916016,60,62,2020-09-30 22:28:19.076000
11630,6970110407228570,50,32,2020-09-30 22:28:19.076000
11631,7102789971868382,59,56,2020-09-30 22:28:19.076000
11632,8808695835190788,62,61,2020-09-30 22:28:19.076000
11633,1986169415725656,76,75,2020-09-30 23:21:20.829000
11634,6910877584468432,82,75,2020-09-30 23:21:20.829000
11635,1400640542340404,75,82,2020-09-30 23:21:20.829000
11636,1514182757035503,68,68,2020-09-30 23:21:20.829000
11637,8023557778848640,43,42,2020-09-30 23:21:20.829000
11638,1800326931963433,0,60,2020-10-01 00:47:05.429000
11639,3567022949904352,68,67,2020-10-01 00:47:05.429000
11640,7959946098224847,69,54,2020-10-01 00:47:05.429000
11641,1042444425886376,60,55,2020-10-01 00:47:05.429000
11642,5831707484503613,43,41,2020-10-01 00:47:05.429000
11643,794682256184717,57,58,2020-10-01 00:47:05.429000
11644,8558303602453561,55,71,2020-10-01 00:47:05.429000
11645,8698820755675934,58,53,2020-10-01 00:47:05.429000
11646,7253119279512191,77,75,2020-10-01 01:46:32.387000
11647,8297912220425072,75,73,2020-10-01 01:46:32.387000
11648,1331139236334009,66,61,2020-10-01 01:46:32.387000
11649,1931023144768065,77,76,2020-10-01 01:46:32.387000
11650,7529512747004525,69,67,2020-10-01 01:46:32.387000
11651,7098178603292473,65,58,2020-10-29 02:14:47.432215
11652,5179367027031537,38,40,2020-10-29 04:13:47.542280
11653,3190057200802985,56,53,2020-10-29 04:13:47.542280
11654,4429001382797998,65,66,2020-10-29 04:13:47.542280
11655,5751808198582658,49,37,2020-10-29 04:13:47.542280
11656,5913989817629177,72,74,2020-10-29 04:13:47.542280
11657,8342838637385021,62,57,2020-10-29 04:13:47.542280
11658,8998391766478202,56,56,2020-10-29 04:13:47.542280
11659,1469833190800414,54,59,2020-10-29 04:13:47.542280
11660,2321847555392179,78,70,2020-10-29 04:13:47.542280
11661,5899130250949524,62,57,2020-10-29 04:13:47.542280
11662,4038902200850116,58,58,2020-10-29 04:13:47.542280
11663,8240938534787096,64,63,2020-10-29 04:13:47.542280
11664,224383040595612,52,54,2020-10-29 06:21:50.644676
11665,7011170021324706,48,53,2020-10-29 06:21:50.644676
11666,8410208037194428,73,80,2020-10-29 06:21:50.644676
11667,8488218039495103,52,39,2020-10-29 06:21:50.644676
11668,3975393471164292,53,50,2020-10-29 06:21:50.644676
11669,7200660486869338,52,49,2020-10-29 06:21:50.644676
11670,852827450526202,80,79,2020-10-29 06:21:50.644676
11671,8722208037079895,49,52,2020-10-29 06:21:50.644676
11672,3399485516965785,63,64,2020-10-29 06:21:50.644676
11673,7255631184330342,74,72,2020-10-29 08:18:23.730419
11674,978068016173208,42,47,2020-10-29 08:18:23.730419
11675,8986443017949904,46,48,2020-10-29 08:18:23.730419
11676,3002714728937497,0,62,2020-10-29 10:39:44.100840
11677,5358360379395043,46,49,2020-10-29 10:39:44.100840
11678,2355292668394097,58,52,2020-10-29 12:34:26.489347
11679,5221928618355000,49,59,2020-10-29 14:36:06.122466
11680,5633835104093211,55,52,2020-10-29 14:36:06.122466
11681,6313634024992160,66,71,2020-10-29 16:36:02.794390
11682,407692524385230,60,0,2020-10-29 16:36:02.794390
11683,5081504692151212,80,78,2020-10-29 16:36:02.794390
11684,2649249575357849,54,55,2020-10-29 18:20:12.300074
11685,3885253193908442,53,53,2020-10-29 18:20:12.300074
11686,917702157817808,56,45,2020-10-29 18:20:12.300074
11687,8610294058878666,39,46,2020-10-29 18:20:12.300074
11688,4255756057449306,58,61,2020-10-29 18:20:12.300074
11689,6877653392354692,62,59,2020-10-29 18:20:12.300074
11690,1712176968199196,53,52,2020-10-29 18:20:12.300074
11691,718867298577866,81,78,2020-10-29 18:20:12.300074
11692,2577251597609845,63,60,2020-10-29 20:16:23.638005
11693,6667863720235024,50,49,2020-10-29 20:16:23.638005
11694,7480429853357000,64,55,2020-10-29 20:16:23.638005
11695,3516660607546859,72,72,2020-10-29 20:16:23.638005
11696,5804804577862301,51,0,2020-10-29 20:16:23.638005
11697,8043517625535482,58,56,2020-10-29 20:16:23.638005
11698,2505508773817097,61,60,2020-10-29 20:16:23.638005
11699,5920634792056747,59,56,2020-10-29 20:16:23.638005
11700,1503200749782341,64,69,2020-10-29 22:14:40.363824
11701,7282186522432167,51,42,2020-10-29 22:14:40.363824
11702,8235312229345397,58,61,2020-10-29 22:14:40.363824
11703,1838247217724656,48,46,2020-10-29 22:14:40.363824
11704,2253961883333624,59,56,2020-10-29 22:14:40.363824
11705,3997035385858240,62,66,2020-10-29 22:14:40.363824
11706,2208940969736055,58,59,2020-10-30 00:17:49.847814
11707,2806688243191572,59,57,2020-10-30 00:17:49.847814
11708,6123052712966688,59,61,2020-10-30 00:17:49.847814
11709,7236226561558896,65,0,2020-10-30 00:17:49.847814
11710,7533957875830546,61,53,2020-10-30 00:17:49.847814
11711,4181586244863470,56,0,2020-10-30 00:17:49.847814
11712,4356704624362316,62,0,2020-10-30 00:17:49.847814
11713,8669971475256350,64,64,2020-10-30 00:17:49.847814
11714,831429309286107,83,91,2020-10-30 00:17:49.847814
11715,8470083580253706,58,71,2020-10-30 00:17:49.847814
11716,8896024244839718,59,0,2020-10-30 00:17:49.847814
11717,6991710652947063,60,65,2020-10-30 00:17:49.847814
11718,2789676468930870,67,52,2020-10-30 02:16:42.485983
11719,500260883561904,64,65,2020-10-30 02:16:42.485983
11720,5166662109648974,74,77,2020-10-30 02:16:42.485983
11721,5808557857357556,44,33,2020-10-30 02:16:42.485983
11722,730528097159436,53,56,2020-10-30 02:16:42.485983
11723,2066907103517818,61,0,2020-10-30 02:16:42.485983
11724,3492483512115969,83,84,2020-10-30 02:16:42.485983
11725,6696301545736528,50,52,2020-10-30 02:16:42.485983
11726,6731318612477742,54,70,2020-10-30 02:16:42.485983
11727,1769850125526903,49,52,2020-10-30 02:16:42.485983
11728,194190440349175,85,83,2020-10-30 02:16:42.485983
11729,415517843547136,64,63,2020-10-30 02:16:42.485983
11730,7406671760500668,72,65,2020-10-30 02:16:42.485983
11731,7858854032390223,64,69,2020-10-30 02:16:42.485983
11732,1024935346668314,60,58,2020-10-30 02:16:42.485983
11733,3007182816634513,50,52,2020-10-30 02:16:42.485983
11734,6132866232429183,62,57,2020-10-30 02:16:42.485983
11735,6842621932029979,83,81,2020-10-30 02:16:42.485983
11736,7685716594610688,61,65,2020-10-30 02:16:42.485983
11737,7816627549728185,67,62,2020-10-30 02:16:42.485983
11738,8652031357764578,78,76,2020-10-30 02:16:42.485983
11739,8739452845882655,49,52,2020-10-30 02:16:42.485983
11740,4493000797938350,67,65,2020-10-30 04:17:07.624995
11741,6263746256421830,48,62,2020-10-30 04:17:07.624995
11742,6901265376843286,54,51,2020-10-30 04:17:07.624995
11743,447634598952558,73,72,2020-10-30 04:17:07.624995
11744,7949632742282336,59,47,2020-10-30 04:17:07.624995
11745,8447970751273913,49,36,2020-10-30 04:17:07.624995
11746,1181374802422818,44,38,2020-10-30 04:17:07.624995
11747,1371311015540184,42,61,2020-10-30 04:17:07.624995
11748,332890301554246,58,60,2020-10-30 04:17:07.624995
11749,4232484895938226,80,81,2020-10-30 04:17:07.624995
11750,934070838701295,63,59,2020-10-30 04:17:07.624995
11751,2291156132534903,64,63,2020-10-30 04:17:07.624995
11752,7531372047006346,72,70,2020-10-30 04:17:07.624995
11753,7980317327312164,79,76,2020-10-30 04:17:07.624995
11754,8924672394437453,62,61,2020-10-30 04:17:07.624995
11755,1669187531039934,56,35,2020-10-30 06:18:43.728882
11756,5101533251213374,62,64,2020-10-30 06:18:43.728882
11757,56913021641477,59,72,2020-10-30 06:18:43.728882
11758,6030728916076807,66,67,2020-10-30 06:18:43.728882
11759,2066004128406077,62,67,2020-10-30 06:18:43.728882
11760,293687296573847,51,52,2020-10-30 06:18:43.728882
11761,4477976903875328,73,76,2020-10-30 06:18:43.728882
11762,475081031619799,68,0,2020-10-30 06:18:43.728882
11763,5125362100867755,57,51,2020-10-30 06:18:43.728882
11764,6211683572669449,67,64,2020-10-30 06:18:43.728882
11765,8261344996684186,48,24,2020-10-30 06:18:43.728882
11766,4640936628469171,52,50,2020-10-30 06:18:43.728882
11767,4942481198965680,66,66,2020-10-30 06:18:43.728882
11768,5282767285086898,55,46,2020-10-30 06:18:43.728882
11769,7839914153540288,56,50,2020-10-30 06:18:43.728882
11770,4470189090489541,74,79,2020-10-30 06:18:43.728882
11771,8706702021970946,41,38,2020-10-30 06:18:43.728882
11772,4639558459000842,52,64,2020-10-30 08:20:17.239581
11773,5261910540380219,57,54,2020-10-30 08:20:17.239581
11774,6849945115485456,62,53,2020-10-30 08:20:17.239581
11775,8089966260713797,72,73,2020-10-30 08:20:17.239581
11776,3571378420691259,77,55,2020-10-30 08:20:17.239581
11777,977386316092272,81,47,2020-10-30 08:20:17.239581
11778,2994731642475370,72,76,2020-10-30 12:36:30.928316
11779,3446363684739274,67,65,2020-10-30 12:36:30.928316
11780,8648910176894569,52,49,2020-10-30 12:36:30.928316
11781,7725139458320825,64,57,2020-10-30 12:36:30.928316
11782,2759049357172080,53,49,2020-10-30 12:36:30.928316
11783,5646723562702231,55,67,2020-10-30 12:36:30.928316
11784,7937084357472489,47,39,2020-10-01 02:28:55.768000
11785,4314627326035240,64,61,2020-10-01 03:21:59.788000
11786,2862454779376201,77,86,2020-10-01 04:27:37.699000
11787,6817961152699176,78,74,2020-10-01 04:27:37.699000
11788,8916091063564782,78,69,2020-10-01 04:27:37.699000
11789,2980528838433630,57,58,2020-10-01 05:37:17.248000
11790,5152953464003467,0,58,2020-10-01 05:37:17.248000
11791,7511747637813947,59,48,2020-10-01 07:03:18.507000
11792,2839025385253251,63,68,2020-10-01 07:03:18.507000
11793,4444855108154094,52,54,2020-10-01 07:03:18.507000
11794,8324889656354600,48,43,2020-10-01 08:39:29.128000
11795,6837382886379425,48,44,2020-10-01 08:39:29.128000
11796,427526863365515,43,43,2020-10-01 09:40:24.022000
11797,2237219661637052,50,43,2020-10-01 09:40:24.022000
11798,577099468130078,89,49,2020-10-01 14:53:20.053000
11799,7546463708489087,51,54,2020-10-01 14:53:20.053000
11800,4926637339077995,61,62,2020-10-01 15:24:38.822000
11801,989111208279205,76,84,2020-10-01 17:46:11.390000
11802,1895408822852041,69,66,2020-10-01 17:46:11.390000
11803,2561936912498400,69,64,2020-10-01 17:46:11.390000
11804,5388875524298597,57,0,2020-10-01 17:46:11.390000
11805,6959338769098256,72,46,2020-10-01 17:46:11.390000
11806,8798172685394765,68,65,2020-10-01 17:46:11.390000
11807,6646253284715951,63,61,2020-10-01 18:36:14.282000
11808,1846833004146129,45,73,2020-10-01 18:36:14.282000
11809,2816558351215498,57,54,2020-10-01 18:36:14.282000
11810,5143164768182694,61,63,2020-10-01 19:18:06.636000
11811,849610336893920,68,65,2020-10-01 19:18:06.636000
11812,8815705566374153,78,73,2020-10-01 19:18:06.636000
11813,2636639058468578,60,55,2020-10-01 20:14:59.416000
11814,7553448385179706,59,55,2020-10-29 22:14:40.363824
11815,7672874798284763,59,61,2020-10-29 22:14:40.363824
11816,3260740432916583,78,75,2020-10-29 22:14:40.363824
11817,2351864665021030,72,67,2020-10-30 00:17:49.847814
11818,3128793862498656,66,70,2020-10-30 00:17:49.847814
11819,4439250034506564,62,60,2020-10-30 00:17:49.847814
11820,7038263494776598,65,58,2020-10-30 00:17:49.847814
11821,8161992951226575,61,0,2020-10-30 00:17:49.847814
11822,8474878616976442,66,73,2020-10-30 00:17:49.847814
11823,1588920394993869,65,58,2020-10-30 00:17:49.847814
11824,723388507687511,82,84,2020-10-30 00:17:49.847814
11825,8892610482114287,83,85,2020-10-30 00:17:49.847814
11826,8150784825824505,55,60,2020-10-30 00:17:49.847814
11827,4922131666714830,59,56,2020-10-30 02:16:42.485983
11828,5915621999606026,83,85,2020-10-30 02:16:42.485983
11829,7277092486364099,64,66,2020-10-30 02:16:42.485983
11830,7327885218613702,53,67,2020-10-30 02:16:42.485983
11831,32324672554732,73,69,2020-10-30 02:16:42.485983
11832,4238210389022315,73,70,2020-10-30 02:16:42.485983
11833,6842344300782326,72,67,2020-10-30 02:16:42.485983
11834,7536701999674339,47,24,2020-10-30 02:16:42.485983
11835,7607638694628419,0,55,2020-10-30 02:16:42.485983
11836,6178912332183346,49,47,2020-10-30 02:16:42.485983
11837,1409841347568009,80,74,2020-10-30 02:16:42.485983
11838,2811434651082030,72,66,2020-10-30 02:16:42.485983
11839,3284998668591280,65,70,2020-10-30 02:16:42.485983
11840,4198461500726689,0,55,2020-10-30 02:16:42.485983
11841,8931097538215134,55,51,2020-10-30 02:16:42.485983
11842,5178413946133081,64,68,2020-10-30 04:17:07.624995
11843,6055721022726193,73,69,2020-10-30 04:17:07.624995
11844,8052146185474952,59,67,2020-10-30 04:17:07.624995
11845,7654333075338454,68,53,2020-10-30 04:17:07.624995
11846,7714900901419454,59,68,2020-10-30 04:17:07.624995
11847,8072143315686569,0,67,2020-10-30 04:17:07.624995
11848,2360553595116556,46,51,2020-10-30 04:17:07.624995
11849,4892925854104868,65,67,2020-10-30 06:18:43.728882
11850,7825951218292272,44,36,2020-10-30 06:18:43.728882
11851,847942971958384,65,70,2020-10-30 06:18:43.728882
11852,4865598620708221,51,46,2020-10-30 12:36:30.928316
11853,7073292827955124,71,60,2020-10-30 12:36:30.928316
11854,7656823754983106,51,50,2020-10-30 12:36:30.928316
11855,4662934687816021,79,81,2020-10-30 14:40:30.082100
11856,5543304061051114,41,35,2020-10-30 14:40:30.082100
11857,8917864580795110,66,64,2020-10-30 14:40:30.082100
11858,5700882880453266,60,56,2020-10-30 16:20:03.605209
11859,6671832316935553,53,63,2020-10-30 16:20:03.605209
11860,7974608596850613,59,54,2020-10-30 16:20:03.605209
11861,1034966930814928,67,73,2020-10-30 16:20:03.605209
11862,6589841400994570,51,59,2020-10-30 16:20:03.605209
11863,2133348975047704,57,58,2020-10-30 18:16:41.801807
11864,2402527796735284,57,59,2020-10-30 18:16:41.801807
11865,2622968401352698,91,81,2020-10-30 18:16:41.801807
11866,3095886634990321,80,81,2020-10-30 18:16:41.801807
11867,4143368228408574,44,42,2020-10-30 18:16:41.801807
11868,4880990584761068,53,41,2020-10-30 18:16:41.801807
11869,6009729151713442,68,68,2020-10-30 18:16:41.801807
11870,8042258857998490,52,42,2020-10-30 18:16:41.801807
11871,5539787400585625,54,59,2020-10-30 18:16:41.801807
11872,8911636648664757,55,52,2020-10-30 18:16:41.801807
11873,6262853538581450,47,44,2020-10-30 18:16:41.801807
11874,7117952344617003,73,72,2020-10-30 18:16:41.801807
11875,7688843578160247,47,52,2020-10-30 18:16:41.801807
11876,7672186896138379,79,75,2020-10-30 18:16:41.801807
11877,1248384823805089,42,35,2020-10-30 20:18:40.935229
11878,4675609686570032,81,48,2020-10-30 20:18:40.935229
11879,6157643563493140,76,71,2020-10-30 20:18:40.935229
11880,4090000111967673,62,62,2020-10-30 20:18:40.935229
11881,4339472050024013,54,52,2020-10-30 20:18:40.935229
11882,4617615311200464,46,45,2020-10-30 20:18:40.935229
11883,6439011840515801,72,72,2020-10-30 20:18:40.935229
11884,6569837052466729,67,72,2020-10-30 20:18:40.935229
11885,8022600474386939,65,57,2020-10-30 20:18:40.935229
11886,8089275835759796,66,65,2020-10-30 20:18:40.935229
11887,1522248506129555,44,44,2020-10-30 20:18:40.935229
11888,4065166588242673,73,72,2020-10-30 20:18:40.935229
11889,7090361012759534,73,67,2020-10-30 20:18:40.935229
11890,7434408737413558,60,59,2020-10-30 20:18:40.935229
11891,7754835634220233,46,44,2020-10-30 20:18:40.935229
11892,8347580307560626,81,81,2020-10-30 20:18:40.935229
11893,8545958987908705,50,43,2020-10-30 20:18:40.935229
11894,3833911577436262,53,54,2020-10-30 20:18:40.935229
11895,626460876587295,71,69,2020-10-30 20:18:40.935229
11896,7046113400279532,63,61,2020-10-30 20:18:40.935229
11897,8448184258308361,59,56,2020-10-30 20:18:40.935229
11898,2883792722302173,60,54,2020-10-30 22:18:26.112706
11899,4334838993599119,73,65,2020-10-30 22:18:26.112706
11900,7445507766450122,71,70,2020-10-30 22:18:26.112706
11901,8608416878000282,71,67,2020-10-30 22:18:26.112706
11902,3064524436542204,60,64,2020-10-30 22:18:26.112706
11903,3126213692486740,61,63,2020-10-30 22:18:26.112706
11904,4273743109544574,72,67,2020-10-30 22:18:26.112706
11905,4677292649102550,53,52,2020-10-30 22:18:26.112706
11906,5609270238744754,65,55,2020-10-30 22:18:26.112706
11907,6735902009612705,44,24,2020-10-30 22:18:26.112706
11908,6957767041555110,69,72,2020-10-30 22:18:26.112706
11909,8742158927076633,75,68,2020-10-30 22:18:26.112706
11910,928955871637835,44,32,2020-10-30 22:18:26.112706
11911,1560543614893060,74,69,2020-10-30 22:18:26.112706
11912,413302414377150,84,62,2020-10-30 22:18:26.112706
11913,644400621584998,46,32,2020-10-30 22:18:26.112706
11914,1217370339578622,43,43,2020-10-30 22:18:26.112706
11915,3123014484371954,50,46,2020-10-30 22:18:26.112706
11916,6421815028362729,66,61,2020-10-30 22:18:26.112706
11917,6892839915561467,81,80,2020-10-30 22:18:26.112706
11918,7913629355044153,41,47,2020-10-30 22:18:26.112706
11919,1965846693151125,65,65,2020-10-31 00:20:53.469654
11920,3028236398943661,57,41,2020-10-31 00:20:53.469654
11921,895526886829122,80,62,2020-10-31 00:20:53.469654
11922,5942757455506886,69,72,2020-10-31 00:20:53.469654
11923,7902551194943910,62,60,2020-10-31 00:20:53.469654
11924,2288987410517527,63,61,2020-10-31 00:20:53.469654
11925,5649700545277908,55,48,2020-10-30 06:18:43.728882
11926,8645453313059409,64,54,2020-10-30 06:18:43.728882
11927,4692918942056193,53,59,2020-10-30 06:18:43.728882
11928,5267198088088614,79,62,2020-10-30 06:18:43.728882
11929,878725711121832,49,60,2020-10-30 08:20:17.239581
11930,8389550353278631,69,65,2020-10-30 08:20:17.239581
11931,6715209160961686,60,50,2020-10-30 08:20:17.239581
11932,3249035687237478,59,52,2020-10-30 08:20:17.239581
11933,4376422921276304,67,54,2020-10-30 12:36:30.928316
11934,4394636712734200,53,57,2020-10-30 12:36:30.928316
11935,6462689635742821,62,64,2020-10-30 12:36:30.928316
11936,982075171853075,50,49,2020-10-30 12:36:30.928316
11937,7840184290522303,75,79,2020-10-30 12:36:30.928316
11938,4871352842977081,53,48,2020-10-30 12:36:30.928316
11939,5431192543837920,54,48,2020-10-30 12:36:30.928316
11940,5508172916109637,64,66,2020-10-30 12:36:30.928316
11941,2727150226746444,60,56,2020-10-30 14:40:30.082100
11942,4344192052982260,64,65,2020-10-30 14:40:30.082100
11943,7207101772428184,54,59,2020-10-30 14:40:30.082100
11944,5416817639869443,67,67,2020-10-30 14:40:30.082100
11945,441012070214141,36,42,2020-10-30 16:20:03.605209
11946,4745453949883858,59,56,2020-10-30 16:20:03.605209
11947,1067514307464488,41,43,2020-10-30 16:20:03.605209
11948,5728212867006671,89,82,2020-10-30 16:20:03.605209
11949,6981428244529603,72,74,2020-10-30 16:20:03.605209
11950,7654800161832217,48,46,2020-10-30 16:20:03.605209
11951,4269932754881968,72,68,2020-10-30 16:20:03.605209
11952,4720538817128031,68,72,2020-10-30 16:20:03.605209
11953,1269030013135024,80,81,2020-10-30 18:16:41.801807
11954,3836425530647707,65,68,2020-10-30 18:16:41.801807
11955,6135442891964284,61,54,2020-10-30 18:16:41.801807
11956,6775728512022337,57,59,2020-10-30 18:16:41.801807
11957,1037278043373911,54,58,2020-10-30 18:16:41.801807
11958,5473743562982115,55,54,2020-10-30 18:16:41.801807
11959,7022754703873735,79,79,2020-10-30 18:16:41.801807
11960,7788082014642396,72,74,2020-10-30 18:16:41.801807
11961,6796723190488899,57,57,2020-10-30 18:16:41.801807
11962,5556713746607668,66,67,2020-10-30 20:18:40.935229
11963,781697596325097,66,73,2020-10-30 20:18:40.935229
11964,185530036972694,0,50,2020-10-30 20:18:40.935229
11965,2182484637446223,52,59,2020-10-30 20:18:40.935229
11966,4964038369574641,68,73,2020-10-30 20:18:40.935229
11967,8109076224106916,43,47,2020-10-30 20:18:40.935229
11968,8936947257009323,73,69,2020-10-30 20:18:40.935229
11969,5462118153380129,57,55,2020-10-30 20:18:40.935229
11970,5898116427254681,66,61,2020-10-30 20:18:40.935229
11971,6005597451452767,84,82,2020-10-30 20:18:40.935229
11972,5060219154200877,59,48,2020-10-01 20:14:59.416000
11973,7785849091251828,59,54,2020-10-01 20:14:59.416000
11974,8666788938194395,49,50,2020-10-01 20:14:59.416000
11975,3214333032667271,71,68,2020-10-01 22:19:32.382000
11976,3312932898376911,57,56,2020-10-01 22:19:32.382000
11977,3546534960919253,65,57,2020-10-01 22:19:32.382000
11978,6516737130702271,61,60,2020-10-01 22:19:32.382000
11979,8876676139641498,60,54,2020-10-01 22:19:32.382000
11980,1930756018077220,70,74,2020-10-02 00:43:18.294000
11981,66282063346665,62,66,2020-10-02 00:43:18.294000
11982,6899368627824897,71,74,2020-10-02 00:43:18.294000
11983,2031778362657566,43,39,2020-10-02 04:34:09.145000
11984,5235330007049692,77,85,2020-10-02 04:34:09.145000
11985,5397208175161304,66,65,2020-10-02 04:34:09.145000
11986,5518952180292981,77,50,2020-10-02 04:34:09.145000
11987,5987494637148239,70,68,2020-10-02 04:34:09.145000
11988,6776707288159240,65,57,2020-10-02 04:34:09.145000
11989,690087271350470,70,55,2020-10-02 04:34:09.145000
11990,7060097496368268,55,55,2020-10-02 04:34:09.145000
11991,7162507637350265,62,63,2020-10-02 04:34:09.145000
11992,7908469729265075,68,61,2020-10-02 04:34:09.145000
11993,915817618987545,66,61,2020-10-02 04:34:09.145000
11994,1907156579999737,78,69,2020-10-02 06:38:01.662000
11995,2888168636036314,58,56,2020-10-02 06:38:01.662000
11996,4194418071627710,72,74,2020-10-31 00:20:53.469654
11997,6119362623173456,43,43,2020-10-31 00:20:53.469654
11998,6936055115893330,60,59,2020-10-31 00:20:53.469654
11999,7483053073909104,54,48,2020-10-31 00:20:53.469654
12000,5710354010628988,56,63,2020-10-31 02:19:27.427910
12001,7955113503746821,54,58,2020-10-31 02:19:27.427910
12002,8024760714688677,77,73,2020-10-31 02:19:27.427910
12003,1328275954837258,64,54,2020-10-31 02:19:27.427910
12004,1821794012916957,48,44,2020-10-31 02:19:27.427910
12005,1968454237693232,54,49,2020-10-31 02:19:27.427910
12006,2959383609682462,45,50,2020-10-31 02:19:27.427910
12007,391307279810377,42,54,2020-10-31 02:19:27.427910
12008,4976622194899492,57,64,2020-10-31 02:19:27.427910
12009,6502421649991255,46,57,2020-10-31 02:19:27.427910
12010,4318538459954916,80,73,2020-10-31 02:19:27.427910
12011,5652877508687699,57,62,2020-10-31 02:19:27.427910
12012,6114406162170899,72,68,2020-10-31 02:19:27.427910
12013,6565571020786352,54,53,2020-10-31 02:19:27.427910
12014,2249970636025698,82,76,2020-10-31 04:20:00.622356
12015,4146479026056128,73,68,2020-10-31 04:20:00.622356
12016,6360808785990680,54,61,2020-10-31 04:20:00.622356
12017,5235098009600113,62,52,2020-10-31 04:20:00.622356
12018,678841784036079,68,73,2020-10-31 04:20:00.622356
12019,1096909609580810,60,37,2020-10-31 04:20:00.622356
12020,1936271273410778,62,55,2020-10-31 04:20:00.622356
12021,2112837273228518,61,0,2020-10-31 04:20:00.622356
12022,280998879445996,48,37,2020-10-31 04:20:00.622356
12023,3045024540904151,54,59,2020-10-31 04:20:00.622356
12024,3564433721112206,46,48,2020-10-31 04:20:00.622356
12025,3695188337623229,71,77,2020-10-31 04:20:00.622356
12026,8265370122533077,73,69,2020-10-31 04:20:00.622356
12027,1787175330927618,57,51,2020-10-31 04:20:00.622356
12028,7823288587410492,72,64,2020-10-31 04:20:00.622356
12029,7989966899799514,46,48,2020-10-31 04:20:00.622356
12030,8870348892636749,43,39,2020-10-31 04:20:00.622356
12031,1690539284855157,61,58,2020-10-31 06:18:21.056044
12032,461593685312103,93,77,2020-10-31 06:18:21.056044
12033,3688154665139321,61,61,2020-10-31 06:18:21.056044
12034,4216963879248274,47,47,2020-10-31 06:18:21.056044
12035,1166179522891102,66,72,2020-10-31 06:18:21.056044
12036,1521235906714788,93,79,2020-10-31 06:18:21.056044
12037,2683646568418876,55,65,2020-10-31 06:18:21.056044
12038,3734243005799228,47,47,2020-10-31 06:18:21.056044
12039,2980295229584716,57,50,2020-10-31 06:18:21.056044
12040,4691900264730907,71,71,2020-10-31 06:18:21.056044
12041,7248763407704025,84,46,2020-10-31 06:18:21.056044
12042,334518572926136,42,44,2020-10-31 08:19:54.176425
12043,7607697704853641,53,54,2020-10-31 08:19:54.176425
12044,6421324195388861,46,48,2020-10-31 08:19:54.176425
12045,3953188343816804,63,60,2020-10-02 10:17:30.766000
12046,5077094784890613,51,45,2020-10-02 10:17:30.766000
12047,4546365187737052,69,64,2020-10-02 12:30:06.402000
12048,7851206530891143,61,70,2020-10-02 12:30:06.402000
12049,3865311869843316,85,71,2020-10-02 14:36:16.341000
12050,6029576977765609,66,63,2020-10-02 14:36:16.341000
12051,3724802866296114,55,37,2020-10-02 14:36:16.341000
12052,711448495426276,62,68,2020-10-02 14:36:16.341000
12053,8824197120518722,45,39,2020-10-02 14:36:16.341000
12054,940096702517069,71,76,2020-10-02 14:36:16.341000
12055,3942335065486922,65,63,2020-10-02 16:26:06.773000
12056,4773398010475065,45,36,2020-10-02 16:26:06.773000
12057,1040783805920120,42,41,2020-10-02 16:26:06.773000
12058,1863977224565875,64,67,2020-10-02 16:26:06.773000
12059,6638895489696099,67,62,2020-10-02 16:26:06.773000
12060,6867135121007138,81,77,2020-10-02 18:36:13.314000
12061,4083296160558061,57,57,2020-10-02 18:36:13.314000
12062,3026023857648900,64,59,2020-10-02 18:36:13.314000
12063,3350298309995533,63,58,2020-10-02 18:36:13.314000
12064,3943469157219589,66,67,2020-10-02 18:36:13.314000
12065,1013893318124599,47,57,2020-10-02 18:36:13.314000
12066,1384607672709791,76,73,2020-10-02 18:36:13.314000
12067,2835483264719516,65,63,2020-10-02 18:36:13.314000
12068,3071066004382955,62,56,2020-10-02 18:36:13.314000
12069,3599711671399505,50,52,2020-10-02 18:36:13.314000
12070,3745877411359250,64,63,2020-10-02 18:36:13.314000
12071,3889571055300627,50,56,2020-10-02 18:36:13.314000
12072,4624972930944505,63,62,2020-10-02 18:36:13.314000
12073,4782533760316069,71,70,2020-10-02 18:36:13.314000
12074,724763516943133,44,44,2020-10-02 18:36:13.314000
12075,4422416298617884,67,66,2020-10-02 20:26:20.838000
12076,336538455136223,80,81,2020-10-02 20:26:20.838000
12077,2287620598431151,69,64,2020-10-02 20:26:20.838000
