,contest,winner,loser,time
7154,1657072731536563,51,53,2020-10-13 04:18:31.787000
7155,2817521714866781,66,60,2020-10-13 04:18:31.787000
7156,3071963853394936,57,46,2020-10-13 04:18:31.787000
7157,3321526557846966,48,25,2020-10-13 04:18:31.787000
7158,4074386863237599,65,69,2020-10-13 04:18:31.787000
7159,4253087261900499,48,25,2020-10-13 04:18:31.787000
7160,6108643398146721,62,59,2020-10-13 04:18:31.787000
7161,6283589764718549,48,40,2020-10-13 04:18:31.787000
7162,6805122626255065,70,70,2020-10-13 04:18:31.787000
7163,6847922594435615,61,56,2020-10-13 04:18:31.787000
7164,7440246595339816,65,62,2020-10-13 04:18:31.787000
7165,913996691719662,46,58,2020-10-13 04:18:31.787000
7166,3990760019125130,70,75,2020-10-13 06:24:24.184000
7167,7538058997267747,72,66,2020-10-13 06:24:24.184000
7168,7224196629999811,66,66,2020-10-13 06:24:24.184000
7169,4727665363068986,48,45,2020-10-13 06:24:24.184000
7170,5998485818951745,68,73,2020-10-13 06:24:24.184000
7171,6739316022520068,70,70,2020-10-13 06:24:24.184000
7172,7191585346982219,65,61,2020-10-13 06:24:24.184000
7173,8552814689515244,73,71,2020-10-13 06:24:24.184000
7174,8715365864120691,55,51,2020-10-13 06:24:24.184000
7175,1049537393489262,64,59,2020-10-13 06:24:24.184000
7176,1810689712574117,61,0,2020-10-13 06:24:24.184000
7177,3422149704347390,50,43,2020-10-13 06:24:24.184000
7178,3467353679810900,58,46,2020-10-13 06:24:24.184000
7179,4022700891511616,58,45,2020-10-13 06:24:24.184000
7180,4218667906299741,52,54,2020-10-13 06:24:24.184000
7181,5578737479556259,48,45,2020-10-13 06:24:24.184000
7182,6332467481270396,46,46,2020-10-13 06:24:24.184000
7183,6590902323154948,58,46,2020-10-13 06:24:24.184000
7184,7003198317369158,70,65,2020-10-13 06:24:24.184000
7185,1945858171422982,50,26,2020-10-11 00:27:52.314000
7186,3017461106817755,68,68,2020-10-11 00:27:52.314000
7187,676707348020323,66,61,2020-10-11 00:27:52.314000
7188,7981317045651499,80,79,2020-10-11 00:27:52.314000
7189,283782732429086,0,0,2020-10-11 02:16:57.287000
7190,1764987803748905,61,44,2020-10-11 02:16:57.287000
7191,211357433835872,50,55,2020-10-11 02:16:57.287000
7192,3654567569006342,75,78,2020-10-11 02:16:57.287000
7193,4267322230544327,0,0,2020-10-11 02:16:57.287000
7194,4519229693257885,52,32,2020-10-11 02:16:57.287000
7195,4989035659621199,73,71,2020-10-11 02:16:57.287000
7196,5268803989739347,59,67,2020-10-11 02:16:57.287000
7197,5593607614183579,55,57,2020-10-11 02:16:57.287000
7198,5900552581181407,52,49,2020-10-11 02:16:57.287000
7199,7505313668892260,72,67,2020-10-11 02:16:57.287000
7200,926802469397575,72,68,2020-10-11 02:16:57.287000
7201,8962438844633029,74,68,2020-10-11 04:08:48.605000
7202,2597411627726061,58,59,2020-10-11 04:08:48.605000
7203,4177307966654081,76,84,2020-10-11 04:08:48.605000
7204,5619093633825642,64,59,2020-10-11 04:08:48.605000
7205,5638240547004202,65,63,2020-10-11 04:08:48.605000
7206,5664439659354230,49,45,2020-10-11 04:08:48.605000
7207,6160676164843278,41,42,2020-10-11 04:08:48.605000
7208,7758614832109799,73,68,2020-10-11 04:08:48.605000
7209,4727410833598211,69,68,2020-10-11 06:12:50.148000
7210,2610090554789754,68,70,2020-10-11 06:12:50.148000
7211,2799752997074377,49,44,2020-10-11 06:12:50.148000
7212,2155876725336920,48,46,2020-10-11 06:12:50.148000
7213,2220744054560130,58,57,2020-10-11 06:12:50.148000
7214,3067225528686797,55,50,2020-10-11 06:12:50.148000
7215,379780257314847,0,63,2020-10-11 06:12:50.148000
7216,4438234667880714,59,63,2020-10-11 06:12:50.148000
7217,4647748291911529,65,65,2020-10-11 06:12:50.148000
7218,5187896016709749,0,62,2020-10-11 06:12:50.148000
7219,5345501176838967,56,54,2020-10-11 06:12:50.148000
7220,5949418871709909,53,53,2020-10-11 06:12:50.148000
7221,6932227618423033,77,84,2020-10-11 06:12:50.148000
7222,7231093341805351,60,47,2020-10-11 06:12:50.148000
7223,7450535650473882,54,53,2020-10-11 06:12:50.148000
7224,8021607592704906,56,63,2020-10-11 06:12:50.148000
7225,8241948363903529,61,60,2020-10-11 06:12:50.148000
7226,940413548251865,47,60,2020-10-11 06:12:50.148000
7227,1187163657977992,52,54,2020-10-11 08:12:08.065000
7228,6066538578215465,63,56,2020-10-11 08:12:08.065000
7229,2298243090611330,56,56,2020-10-11 08:12:08.065000
7230,280586736190371,61,61,2020-10-11 08:12:08.065000
7231,4719926295564456,52,55,2020-10-11 08:12:08.065000
7232,6288025495171803,60,55,2020-10-11 08:12:08.065000
7233,8244818776971443,54,51,2020-10-11 08:12:08.065000
7234,5659973647219927,60,59,2020-10-11 10:43:12.145000
7235,3845079787989317,60,64,2020-10-11 12:33:26.864000
7236,1607762713074806,44,45,2020-10-11 14:30:53.868000
7237,5058041662258533,59,58,2020-10-11 14:30:53.868000
7238,2349527615216888,54,62,2020-10-11 16:21:20.175000
7239,1833032836133376,80,80,2020-10-11 16:21:20.175000
7240,2142729465339445,53,57,2020-10-11 16:21:20.175000
7241,2879114788463862,61,51,2020-10-11 16:21:20.175000
7242,2846500219936166,77,80,2020-10-11 16:21:20.175000
7243,3888926861722830,80,63,2020-10-11 16:21:20.175000
7244,4989461309454294,49,62,2020-10-11 16:21:20.175000
7245,846531238345868,66,61,2020-10-13 06:24:24.184000
7246,1196165742009242,52,56,2020-10-13 08:23:37.976000
7247,1537660242473009,67,65,2020-10-13 08:23:37.976000
7248,8744194115821707,78,73,2020-10-13 10:49:46.685000
7249,5482638825279200,59,56,2020-10-13 10:49:46.685000
7250,5908858665370802,64,57,2020-10-13 10:49:46.685000
7251,7895335495655162,53,55,2020-10-13 10:49:46.685000
7252,3778193649572172,71,73,2020-10-13 12:14:20.273000
7253,211162151984243,49,40,2020-10-13 14:34:34.977000
7254,2650528900952929,47,47,2020-10-13 14:34:34.977000
7255,7003366066291125,53,55,2020-10-13 14:34:34.977000
7256,7726070974812482,72,62,2020-10-13 14:34:34.977000
7257,3440175742395633,69,65,2020-10-13 16:34:53.272000
7258,1169983862744222,72,71,2020-10-13 16:34:53.272000
7259,3931514544442023,70,72,2020-10-13 16:34:53.272000
7260,1161153942646837,50,46,2020-10-13 16:34:53.272000
7261,3275948351836141,60,41,2020-10-13 16:34:53.272000
7262,3296877994284862,54,50,2020-10-13 16:34:53.272000
7263,3771583638562462,72,70,2020-10-13 16:34:53.272000
7264,4254377077366606,67,70,2020-10-13 16:34:53.272000
7265,8840135569221438,58,50,2020-10-13 16:34:53.272000
7266,379378804084675,57,57,2020-10-13 18:18:48.407000
7267,6722595970257800,64,51,2020-10-13 18:18:48.407000
7268,8106673557677597,66,63,2020-10-13 18:18:48.407000
7269,7126392015751754,51,53,2020-10-13 18:18:48.407000
7270,3172500488927269,50,47,2020-10-13 18:18:48.407000
7271,4164058217509453,48,53,2020-10-13 18:18:48.407000
7272,8859375336610712,70,67,2020-10-13 18:18:48.407000
7273,3366530135898636,69,51,2020-10-13 18:18:48.407000
7274,4776679256214949,61,57,2020-10-13 18:18:48.407000
7275,7918043452954524,61,65,2020-10-13 18:18:48.407000
7276,3603434914819452,80,78,2020-10-13 20:11:10.545000
7277,3293820732364435,86,78,2020-10-13 20:11:10.545000
7278,5721081910159718,68,71,2020-10-13 20:11:10.545000
7279,8621877909303028,72,0,2020-10-13 20:11:10.545000
7280,1351691106886031,49,49,2020-10-13 20:11:10.545000
7281,1756119594527803,59,60,2020-10-13 20:11:10.545000
7282,1812601779590579,45,41,2020-10-13 20:11:10.545000
7283,3572271258251647,42,36,2020-10-13 20:11:10.545000
7284,4174588322239083,67,72,2020-10-13 20:11:10.545000
7285,6252232430281890,42,32,2020-10-13 20:11:10.545000
7286,6800081678393702,48,42,2020-10-13 20:11:10.545000
7287,6883610313800571,61,49,2020-10-13 20:11:10.545000
7288,8324124389156431,65,0,2020-10-13 20:11:10.545000
7289,8431937078295048,46,44,2020-10-13 20:11:10.545000
7290,8504525374263166,56,57,2020-10-13 20:11:10.545000
7291,6628707925858406,59,60,2020-10-13 22:18:15.831000
7292,1531229743084210,62,0,2020-10-13 22:18:15.831000
7293,2280001376663398,40,31,2020-10-13 22:18:15.831000
7294,2716031927492292,74,75,2020-10-13 22:18:15.831000
7295,5511509105334099,68,51,2020-10-13 22:18:15.831000
7296,1241139957896510,59,31,2020-10-13 22:18:15.831000
7297,2555171428883792,86,81,2020-10-13 22:18:15.831000
7298,2614415598605190,73,69,2020-10-13 22:18:15.831000
7299,3829050630179412,59,55,2020-10-13 22:18:15.831000
7300,5295120082471392,46,51,2020-10-13 22:18:15.831000
7301,5433616605864418,47,31,2020-10-13 22:18:15.831000
7302,5525463428858760,53,51,2020-10-13 22:18:15.831000
7303,5806131781279676,55,60,2020-10-13 22:18:15.831000
7304,7267318488088466,67,64,2020-10-13 22:18:15.831000
7305,805776486497930,0,65,2020-10-13 22:18:15.831000
7306,4201286557820818,31,47,2020-10-14 00:17:38.044000
7307,5239801667450549,65,60,2020-10-14 00:17:38.044000
7308,8312686563567059,42,51,2020-10-14 00:17:38.044000
7309,2116908454632489,77,75,2020-10-14 00:17:38.044000
7310,251312796629539,56,57,2020-10-14 00:17:38.044000
7311,3146168246413029,69,60,2020-10-14 00:17:38.044000
7312,3831327702451465,68,73,2020-10-14 00:17:38.044000
7313,4391042419990303,79,70,2020-10-14 00:17:38.044000
7314,4927113663108593,80,77,2020-10-14 00:17:38.044000
7315,5648223283736080,70,74,2020-10-14 00:17:38.044000
7316,752905475743680,65,0,2020-10-14 00:17:38.044000
7317,162431821552935,50,45,2020-10-14 02:18:51.160000
7318,2257108564987372,65,56,2020-10-14 02:18:51.160000
7319,7341251530107218,65,60,2020-10-14 02:18:51.160000
7320,7819976181149965,0,56,2020-10-14 02:18:51.160000
7321,1268000338403750,52,42,2020-10-14 02:18:51.160000
7322,1661707575605473,50,42,2020-10-14 02:18:51.160000
7323,1849358237402732,80,78,2020-10-14 02:18:51.160000
7324,5569164287638290,66,61,2020-10-11 16:21:20.175000
7325,6931867688301653,46,26,2020-10-11 16:21:20.175000
7326,7042301059346455,78,49,2020-10-11 16:21:20.175000
7327,8910126074939844,56,56,2020-10-11 16:21:20.175000
7328,4690685763647818,55,58,2020-10-11 18:15:54.177000
7329,2321134154559592,80,77,2020-10-11 18:15:54.177000
7330,3713357746687213,55,59,2020-10-11 18:15:54.177000
7331,6963821374506114,56,54,2020-10-11 18:15:54.177000
7332,5639197805466069,77,67,2020-10-11 20:21:57.086000
7333,3575042179063323,54,55,2020-10-11 20:21:57.086000
7334,2440706927746494,48,25,2020-10-11 20:21:57.086000
7335,2793031595582590,62,65,2020-10-11 20:21:57.086000
7336,2968737779322134,58,58,2020-10-11 20:21:57.086000
7337,3890064393357777,70,82,2020-10-11 20:21:57.086000
7338,8236867854611723,60,62,2020-10-11 20:21:57.086000
7339,8972192456799613,58,62,2020-10-11 20:21:57.086000
7340,5654476895854061,78,81,2020-10-11 22:24:03.741000
7341,1612199557108663,52,47,2020-10-11 22:24:03.741000
7342,867111938185237,48,49,2020-10-11 22:24:03.741000
7343,2225254545998139,62,0,2020-10-11 22:24:03.741000
7344,2322886530647491,57,64,2020-10-11 22:24:03.741000
7345,2334059062520798,78,79,2020-10-11 22:24:03.741000
7346,2915411246074001,69,67,2020-10-11 22:24:03.741000
7347,3051747248034514,72,67,2020-10-11 22:24:03.741000
7348,3553077938765078,61,58,2020-10-11 22:24:03.741000
7349,3889412225772628,47,47,2020-10-11 22:24:03.741000
7350,4910604318744334,52,47,2020-10-11 22:24:03.741000
7351,5121616991769902,67,77,2020-10-11 22:24:03.741000
7352,5212704353162871,67,76,2020-10-11 22:24:03.741000
7353,5388298469555277,49,53,2020-10-11 22:24:03.741000
7354,622054086145405,56,50,2020-10-11 22:24:03.741000
7355,7576138006464329,80,79,2020-10-11 22:24:03.741000
7356,8302310434344950,55,52,2020-10-11 22:24:03.741000
7357,955369799040714,46,52,2020-10-11 22:24:03.741000
7358,3802954512457500,41,42,2020-10-12 00:24:44.247000
7359,6142389029998723,71,67,2020-10-12 00:24:44.247000
7360,5001914668092130,54,53,2020-10-12 00:24:44.247000
7361,1254297989170344,53,58,2020-10-12 02:25:50.112000
7362,2304241740855358,54,49,2020-10-12 02:25:50.112000
7363,2926467020314463,43,45,2020-10-12 02:25:50.112000
7364,7257898800762391,76,80,2020-10-12 02:25:50.112000
7365,7608415187759662,59,0,2020-10-12 02:25:50.112000
7366,8232711198479019,62,48,2020-10-12 02:25:50.112000
7367,842072956992950,62,67,2020-10-12 02:25:50.112000
7368,6680165580842284,72,71,2020-10-12 04:28:08.059000
7369,5238035732502290,56,54,2020-10-12 04:28:08.059000
7370,6195203804378683,54,53,2020-10-12 04:28:08.059000
7371,765316758650058,46,55,2020-10-12 04:28:08.059000
7372,656938096443148,51,43,2020-09-11 23:19:58.806000
7373,1095135595631992,80,88,2020-09-12 01:23:15.726000
7374,6064469817278672,45,30,2020-09-12 01:23:15.726000
7375,8938879812852540,53,49,2020-09-12 01:23:15.726000
7376,7609236777423927,69,64,2020-09-12 02:21:37.443000
7377,2548455338056827,48,52,2020-09-12 02:21:37.443000
7378,3675217775662618,71,54,2020-09-12 02:21:37.443000
7379,7526481143690789,69,64,2020-09-12 02:21:37.443000
7380,5940756202094854,79,79,2020-09-12 03:23:33.486000
7381,6435047750333577,58,63,2020-09-12 03:23:33.486000
7382,6288550178184455,73,61,2020-09-12 03:23:33.486000
7383,7004908296065186,54,71,2020-09-12 03:23:33.486000
7384,1902370516541269,52,59,2020-09-12 04:26:28.283000
7385,3140670834463505,74,64,2020-09-12 04:26:28.283000
7386,5596571099051957,45,46,2020-09-12 04:26:28.283000
7387,4671344679697470,34,17,2020-09-12 07:26:32.615000
7388,5524862805116440,53,52,2020-09-12 07:26:32.615000
7389,977820026539234,76,80,2020-09-12 07:26:32.615000
7390,4019575150910044,69,70,2020-09-12 08:49:51.207000
7391,1752157769122489,62,59,2020-09-12 14:11:28.895000
7392,5657625126848918,63,59,2020-09-12 14:11:28.895000
7393,4773179484634455,71,70,2020-09-12 15:15:50.234000
7394,8843708137939410,54,63,2020-09-12 16:30:52.258000
7395,8302276645655729,57,57,2020-09-12 16:30:52.258000
7396,928620221703798,62,55,2020-09-12 16:30:52.258000
7397,5833622790430761,58,61,2020-09-12 17:16:47.251000
7398,7287911222707205,77,79,2020-09-12 18:45:41.325000
7399,3104853683615409,66,64,2020-09-12 18:45:41.325000
7400,5545332450581411,71,70,2020-09-12 18:45:41.325000
7401,4523481365782371,72,68,2020-09-12 18:45:41.325000
7402,6830386406782346,46,49,2020-09-12 18:45:41.325000
7403,8924860850893959,64,72,2020-09-12 18:45:41.325000
7404,7221416733948355,46,43,2020-09-12 19:12:51.781000
7405,8751206404240778,79,78,2020-09-12 19:12:51.781000
7406,7636765661216260,53,49,2020-09-12 20:17:43.833000
7407,8685339781958331,46,43,2020-09-12 20:17:43.833000
7408,3570338016929213,57,55,2020-09-12 20:17:43.833000
7409,5083274804884191,74,64,2020-09-12 20:17:43.833000
7410,5899435894698862,52,56,2020-09-12 20:17:43.833000
7411,8517355545902410,61,61,2020-09-12 20:17:43.833000
7412,2996178987241453,53,45,2020-09-12 20:17:43.833000
7413,6302681243863871,79,79,2020-09-12 20:17:43.833000
7414,6966730747665072,80,65,2020-09-12 20:17:43.833000
7415,7798656235541590,80,71,2020-09-12 20:17:43.833000
7416,837288188897623,64,0,2020-09-12 20:17:43.833000
7417,657551179165178,65,58,2020-09-12 21:35:09.783000
7418,6410816044381696,66,61,2020-09-12 21:35:09.783000
7419,8742792864219587,56,56,2020-09-12 21:35:09.783000
7420,1312641470164653,59,74,2020-09-12 21:35:09.783000
7421,3545985645917605,80,65,2020-09-12 21:35:09.783000
7422,8511875294165373,77,79,2020-09-12 21:35:09.783000
7423,875053869521471,65,64,2020-09-12 21:35:09.783000
7424,8936122316489032,75,72,2020-09-12 21:35:09.783000
7425,4243501159778711,76,72,2020-09-12 21:35:09.783000
7426,5291706778517023,64,72,2020-09-12 21:35:09.783000
7427,542390109413352,47,48,2020-09-12 21:35:09.783000
7428,5831678332756250,70,75,2020-09-12 21:35:09.783000
7429,7925147058069291,69,65,2020-09-12 21:35:09.783000
7430,8296637022344201,65,64,2020-09-12 21:35:09.783000
7431,8827253086154029,77,78,2020-09-12 22:09:11.217000
7432,589031060415675,57,72,2020-09-12 22:09:11.217000
7433,6800385276831634,48,49,2020-09-12 22:09:11.217000
7434,8408357237031368,76,70,2020-09-12 22:09:11.217000
7435,3482596273026097,87,61,2020-09-12 23:22:52.385000
7436,7615223597319851,50,54,2020-09-12 23:22:52.385000
7437,337619367943026,54,55,2020-09-13 02:57:38.480000
7438,4486824015617776,48,51,2020-09-13 02:57:38.480000
7439,6417325828415765,93,44,2020-09-13 02:57:38.480000
7440,7913275657312859,53,48,2020-09-13 02:57:38.480000
7441,7751033626289532,78,79,2020-09-13 04:34:21.618000
7442,1811441485035526,56,54,2020-09-13 04:34:21.618000
7443,3108694773103614,54,49,2020-09-13 04:34:21.618000
7444,844309820945473,62,57,2020-09-13 04:34:21.618000
7445,2983126606241988,62,55,2020-09-13 04:34:21.618000
7446,4033885538335610,69,71,2020-09-13 04:34:21.618000
7447,6573461810863741,63,63,2020-09-13 04:34:21.618000
7448,8528174364498492,31,40,2020-09-13 04:34:21.618000
7449,8686885175375839,77,80,2020-09-13 04:34:21.618000
7450,3904422261663800,58,62,2020-09-13 05:21:22.828000
7451,1194638543184615,68,0,2020-10-12 06:27:49.958000
7452,1160840438535048,71,74,2020-10-12 14:43:31.715000
7453,7222349158606666,78,76,2020-10-12 14:43:31.715000
7454,5748338948709499,54,55,2020-10-12 14:43:31.715000
7455,8506084876106975,62,64,2020-10-12 14:43:31.715000
7456,4930859864894710,65,65,2020-10-12 16:15:38.531000
7457,2508808284971257,64,61,2020-10-12 16:15:38.531000
7458,5391924006654821,54,53,2020-10-12 16:15:38.531000
7459,6988857302490050,67,71,2020-10-12 16:15:38.531000
7460,7920072115796224,64,63,2020-10-12 16:15:38.531000
7461,6818295239277163,69,67,2020-10-12 18:11:59.249000
7462,122756412278005,63,68,2020-10-12 18:11:59.249000
7463,2280078592134281,48,44,2020-10-12 18:11:59.249000
7464,3101487125136810,69,64,2020-10-12 18:11:59.249000
7465,45947665036113,67,55,2020-10-12 18:11:59.249000
7466,4881801703970626,47,47,2020-10-12 18:11:59.249000
7467,575607429462112,53,48,2020-10-12 18:11:59.249000
7468,5897000265545313,53,48,2020-10-12 18:11:59.249000
7469,7270590302172955,0,56,2020-10-12 18:11:59.249000
7470,7827506816298793,44,48,2020-10-12 18:11:59.249000
7471,8136571591578881,29,47,2020-10-12 18:11:59.249000
7472,8281433196963786,77,79,2020-10-12 18:11:59.249000
7473,5872303511306514,55,52,2020-10-12 20:26:40.312000
7474,2240861051841970,74,75,2020-10-12 20:26:40.312000
7475,2347157976770215,46,47,2020-10-12 20:26:40.312000
7476,4456635082774491,52,48,2020-10-12 20:26:40.312000
7477,1600206594475099,49,45,2020-10-12 20:26:40.312000
7478,213031409831906,53,52,2020-10-12 20:26:40.312000
7479,3077052826579309,56,59,2020-10-12 20:26:40.312000
7480,3971706682332819,63,55,2020-10-12 20:26:40.312000
7481,400442505081767,54,59,2020-10-12 20:26:40.312000
7482,4384835771575954,65,63,2020-10-12 20:26:40.312000
7483,553861849621452,65,71,2020-10-12 20:26:40.312000
7484,8247073731026993,51,43,2020-09-13 05:21:22.828000
7485,3466227980841722,78,44,2020-09-13 06:41:48.746000
7486,7928463318500968,77,79,2020-09-13 06:41:48.746000
7487,131134854066923,71,66,2020-09-13 08:53:02.656000
7488,3082420841984806,59,63,2020-09-13 08:53:02.656000
7489,3132595009355579,54,52,2020-09-13 08:53:02.656000
7490,392127776846656,51,55,2020-09-13 08:53:02.656000
7491,4208244024015995,52,52,2020-09-13 09:26:25.136000
7492,8109573051145886,50,52,2020-09-13 10:45:21.918000
7493,6838992691913796,69,70,2020-09-13 13:05:59.542000
7494,8863782837492634,78,79,2020-09-13 15:50:57.544000
7495,5857026925150667,61,65,2020-09-13 15:50:57.544000
7496,1548883006651831,70,65,2020-09-13 18:33:19.748000
7497,2763658592056671,53,57,2020-09-13 18:33:19.748000
7498,2746916912853422,72,65,2020-09-13 19:12:07.218000
7499,6911092679986666,70,75,2020-09-13 20:07:59.319000
7500,1975729821361869,70,72,2020-09-13 21:15:25.087000
7501,2395707836553915,61,58,2020-09-13 21:15:25.087000
7502,3449968455398044,66,57,2020-09-13 21:15:25.087000
7503,3859934744104545,81,78,2020-09-13 21:15:25.087000
7504,4711271869362974,76,76,2020-09-13 21:15:25.087000
7505,523210707694131,45,47,2020-09-13 21:15:25.087000
7506,778381736932989,61,55,2020-09-13 21:15:25.087000
7507,3149908649681275,59,54,2020-09-13 22:13:57.125000
7508,7741461367090034,62,59,2020-09-13 22:13:57.125000
7509,2471796724316104,67,66,2020-10-14 02:18:51.160000
7510,3451569327544729,50,54,2020-10-14 02:18:51.160000
7511,5074823040667133,55,0,2020-10-14 02:18:51.160000
7512,5212681548819427,62,66,2020-10-14 02:18:51.160000
7513,6350122460716208,68,70,2020-10-14 02:18:51.160000
7514,7389810374319445,65,62,2020-10-14 02:18:51.160000
7515,8016172007367692,65,57,2020-10-14 02:18:51.160000
7516,8371992375278789,65,67,2020-10-14 02:18:51.160000
7517,8609843066732932,74,70,2020-10-14 02:18:51.160000
7518,8701360092396854,67,65,2020-10-14 02:18:51.160000
7519,332324261985201,61,72,2020-10-14 04:15:47.689000
7520,1981123621396375,79,79,2020-10-14 04:15:47.689000
7521,7180872156836675,79,72,2020-10-14 04:15:47.689000
7522,4890040748194215,86,70,2020-10-14 04:15:47.689000
7523,2746473145799288,73,70,2020-10-14 04:15:47.689000
7524,1806172705012649,50,46,2020-10-14 04:15:47.689000
7525,3352120799815443,43,36,2020-10-14 04:15:47.689000
7526,401373947798440,52,51,2020-10-14 04:15:47.689000
7527,1019034012375166,47,83,2020-10-14 04:15:47.689000
7528,120572844890753,53,51,2020-10-14 04:15:47.689000
7529,2031190416488710,46,48,2020-10-14 04:15:47.689000
7530,2984767728846169,42,42,2020-10-14 04:15:47.689000
7531,5023171885971481,65,71,2020-10-14 04:15:47.689000
7532,613979866907420,0,66,2020-10-14 04:15:47.689000
7533,6801598124718486,70,56,2020-10-14 04:15:47.689000
7534,8192539129814615,65,53,2020-10-14 04:15:47.689000
7535,8712132060560652,64,68,2020-10-14 04:15:47.689000
7536,8860130994940173,46,24,2020-10-14 04:15:47.689000
7537,1163623745166562,51,52,2020-10-14 06:23:09.855000
7538,6721389558240160,68,66,2020-10-14 06:23:09.855000
7539,1362343710744352,58,58,2020-10-14 06:23:09.855000
7540,1576258258790709,78,73,2020-10-14 06:23:09.855000
7541,1663176627750692,49,48,2020-10-14 06:23:09.855000
7542,2011072477996729,53,42,2020-10-14 06:23:09.855000
7543,2326976486712416,57,51,2020-10-14 06:23:09.855000
7544,2587667635453200,39,45,2020-10-14 06:23:09.855000
7545,3722942797651314,71,70,2020-10-14 06:23:09.855000
7546,3875744726018972,0,71,2020-10-14 06:23:09.855000
7547,4731611436638322,66,71,2020-10-14 06:23:09.855000
7548,4926478307834344,53,54,2020-10-14 06:23:09.855000
7549,5577471833362971,53,42,2020-10-14 06:23:09.855000
7550,7266283439057299,76,79,2020-10-14 06:23:09.855000
7551,8140738789260614,48,51,2020-10-14 06:23:09.855000
7552,8281467151654853,78,70,2020-10-14 06:23:09.855000
7553,8294840788369338,76,74,2020-10-14 06:23:09.855000
7554,8552237759124415,53,61,2020-10-14 06:23:09.855000
7555,2126822119473316,41,53,2020-10-14 08:14:00.694000
7556,2393774518372385,79,73,2020-10-14 08:14:00.694000
7557,2462245404598020,78,73,2020-10-14 08:14:00.694000
7558,318873018499109,51,51,2020-10-14 08:14:00.694000
7559,4023981954714396,59,54,2020-10-14 08:14:00.694000
7560,4828524010497816,78,68,2020-10-14 08:14:00.694000
7561,4951936059694666,54,54,2020-10-14 08:14:00.694000
7562,5227877381548111,60,0,2020-10-14 08:14:00.694000
7563,6146398912490674,54,51,2020-10-14 08:14:00.694000
7564,6635437059406856,65,67,2020-10-14 08:14:00.694000
7565,1181142312659434,67,65,2020-10-14 08:14:00.694000
7566,2776336960994661,53,48,2020-10-14 08:14:00.694000
7567,4761084367869623,54,55,2020-10-14 08:14:00.694000
7568,5891374280669826,53,42,2020-10-14 08:14:00.694000
7569,6457428627574438,67,68,2020-10-14 08:14:00.694000
7570,771758956064964,54,39,2020-10-14 08:14:00.694000
7571,7976291233027034,52,30,2020-10-14 08:14:00.694000
7572,8296873732301835,54,39,2020-10-14 08:14:00.694000
7573,8775534966669692,73,80,2020-10-14 08:14:00.694000
7574,2683793610727517,78,73,2020-10-14 10:37:21.896000
7575,5367495790397923,55,52,2020-10-14 10:37:21.896000
7576,4120037723968440,53,53,2020-10-14 10:37:21.896000
7577,7942078377725012,56,59,2020-10-14 10:37:21.896000
7578,7952733341519511,73,72,2020-10-14 12:39:16.651000
7579,2105969149018889,63,0,2020-10-14 12:39:16.651000
7580,1138387357548510,58,70,2020-10-14 14:43:43.086000
7581,7815011579057171,77,74,2020-10-14 16:42:03.835000
7582,1673363261830342,50,56,2020-10-14 16:42:03.835000
7583,2221134223295701,49,39,2020-10-14 16:42:03.835000
7584,166472983945309,49,39,2020-10-14 18:25:16.386000
7585,3651422492720935,67,62,2020-10-14 18:25:16.386000
7586,8205308332009299,75,79,2020-10-14 18:25:16.386000
7587,4307822177315877,61,60,2020-10-14 18:25:16.386000
7588,1170654134622570,70,74,2020-10-14 18:25:16.386000
7589,2539263736024969,59,57,2020-10-14 18:25:16.386000
7590,113885838521244,52,52,2020-10-14 18:25:16.386000
7591,8720141276083950,56,52,2020-10-14 18:25:16.386000
7592,684142548871199,48,57,2020-10-14 20:20:32.766000
7593,1169503127401028,61,68,2020-10-14 20:20:32.766000
7594,632160483063646,61,61,2020-10-14 20:20:32.766000
7595,700798120661871,57,0,2020-10-14 20:20:32.766000
7596,7460767049643579,71,70,2020-10-14 20:20:32.766000
7597,6877545078144230,72,72,2020-10-14 22:17:58.547000
7598,3332001337169500,56,52,2020-10-14 22:17:58.547000
7599,855512210768806,52,57,2020-10-14 22:17:58.547000
7600,2435681786240971,69,81,2020-10-14 22:17:58.547000
7601,1105478416396459,81,73,2020-10-14 22:17:58.547000
7602,4874440442161141,82,78,2020-10-14 22:17:58.547000
7603,1914834763531421,58,57,2020-10-14 22:17:58.547000
7604,2418566535897927,57,52,2020-10-14 22:17:58.547000
7605,5766793291649362,45,31,2020-10-14 22:17:58.547000
7606,5787014492232792,63,52,2020-10-14 22:17:58.547000
7607,6379268846132460,85,79,2020-10-14 22:17:58.547000
7608,7082693515883291,69,71,2020-10-14 22:17:58.547000
7609,862911973918555,57,51,2020-10-14 22:17:58.547000
7610,2513068441922468,67,71,2020-10-15 00:08:49.796000
7611,6075013071534742,80,72,2020-10-15 00:08:49.796000
7612,5925500806427445,51,58,2020-10-15 00:08:49.796000
7613,5983702206263874,57,51,2020-10-15 00:08:49.796000
7614,7186237622517048,53,53,2020-10-15 00:08:49.796000
7615,8581968874211212,36,31,2020-10-15 00:08:49.796000
7616,1110782689088697,70,65,2020-10-15 02:16:27.152000
7617,1452262462873996,72,78,2020-10-15 02:16:27.152000
7618,6955138976003984,78,85,2020-10-15 02:16:27.152000
7619,1306653694213374,82,79,2020-10-15 02:16:27.152000
7620,2961119681957829,55,55,2020-10-15 02:16:27.152000
7621,7846735357842076,69,83,2020-10-15 02:16:27.152000
